* Measurement data measured by REW V5.20.13
* Source: 마이크(EPOS GSX 30, MICROPHONE (마스), L, volume: 0.800. Timing signal peak level -12.3 dBFS, measurement signal peak level -12.3 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: 2023. 9. 20 오전 12:21:22
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -0.0178 ms (-6.1 mm, -0.24 in) using estimated IR delay relative to Acoustic reference played from SPEAKER L with no timing offset
* Measurement: Velvet L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 1.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
5300.000000	98.291	144.7243
5380.000000	97.899	144.3632
5450.000000	97.558	144.4872
5520.000000	97.215	144.8914
5600.000000	96.814	145.7903
5700.000000	96.333	147.6840
5800.000000	95.921	150.2853
5900.000000	95.602	153.3699
6000.000000	95.383	156.7577
6080.000000	95.282	159.5864
6150.000000	95.246	162.0807
6220.000000	95.256	164.5380
6300.000000	95.310	167.2494
6400.000000	95.427	170.4431
6500.000000	95.590	173.4039
6600.000000	95.792	176.1559
6700.000000	96.032	178.7387
6800.000000	96.314	-178.8141
6900.000000	96.651	-176.4950
7000.000000	97.052	-174.3336
7100.000000	97.527	-172.3974
7200.000000	98.084	-170.7805
7300.000000	98.729	-169.6122
7400.000000	99.466	-169.0635
7500.000000	100.296	-169.3623
7620.000000	101.401	-171.3095
7750.000000	102.649	-176.2514
7880.000000	103.725	174.8909
8000.000000	104.268	163.2910
8120.000000	104.155	150.2164
8250.000000	103.283	137.6086
8380.000000	101.876	128.8406
8500.000000	100.389	124.3037
8620.000000	98.919	122.4315
8750.000000	97.455	122.4936
8850.000000	96.443	123.5570
9000.000000	95.111	126.2762
9120.000000	94.188	129.1417
9250.000000	93.313	132.7353
9380.000000	92.555	136.7061
9500.000000	91.954	140.6208
9620.000000	91.445	144.6927
9750.000000	90.997	149.1799
9880.000000	90.650	153.6469
10000.000000	90.409	157.6918
10150.000000	90.198	162.6442
10300.000000	90.087	167.4799
10440.000000	90.080	171.7392
10600.000000	90.176	176.1040
10750.000000	90.349	179.5814
10900.000000	90.582	-177.6620
11060.000000	90.855	-175.6438
11200.000000	91.071	-174.7117
11380.000000	91.250	-174.5678
11500.000000	91.272	-174.9340
11720.000000	91.081	-175.6967
11800.000000	90.949	-175.7784
12060.000000	90.402	-174.9338
12200.000000	90.069	-173.8324
12410.000000	89.553	-171.2838
12500.000000	89.344	-169.8381
12650.000000	89.038	-166.9969
12800.000000	88.810	-163.7309
13150.000000	88.658	-155.3478
13200.000000	88.685	-154.1451
13400.000000	88.931	-149.5420
13600.000000	89.425	-145.6201
13800.000000	90.178	-143.0907
14000.000000	91.123	-143.0144
14300.000000	92.448	-149.9784
14500.000000	92.798	-159.5784
14750.000000	92.185	-173.2608
15000.000000	90.492	177.2380
15250.000000	88.268	174.4869
15500.000000	86.097	177.1665
15750.000000	84.299	-176.8673
16000.000000	82.984	-169.2373
16250.000000	82.190	-160.9665
16500.000000	81.841	-152.7137
16750.000000	81.847	-145.0449
17000.000000	82.155	-138.6437
17250.000000	82.675	-134.3807
17500.000000	83.211	-133.0224
17750.000000	83.470	-134.3710
18000.000000	83.227	-136.3262
18250.000000	82.573	-135.4816
18500.000000	82.113	-130.3833
18750.000000	82.556	-124.3843
19000.000000	83.606	-123.4946
19250.000000	84.288	-129.5248
19500.000000	84.197	-138.4863
19750.000000	83.498	-146.0314
